"id","height","color","rottingFleshPct","bloodCoverage","aura","hairLength"
151,60.8609494457346,"grey",33.92,22.921,0.0848385805334358,4.04686466631189
152,58.702023171851,"green",15.3,2.307,0.204556125670298,3.82256493735409
153,64.7663325111461,"green",28.55,34.184,0.220618371272012,3.64816122655599
154,60.646844840862,"purple",32.16,29.786,0.169627092939027,3.5758039791274
155,62.6562545704836,"green",34.64,25.997,0.14006227028448,3.14566318958597
156,63.201387384774,"purple",20.88,19.239,0.188601171192686,3.09551372493845
157,71.8798928463269,"purple",27.52,16.911,0.250688662207949,3.87474265402249
158,65.2301842981956,"grey",30.66,38.802,0.118165890950091,4.04603360125207
159,63.8549945585983,"grey",9.46,21.182,0.0853585620700115,3.2159436006661
160,71.626963235862,"green",37.85,43.841,0.206414798333199,4.09383851114737
161,48.7512937466208,"white",5.02,3.732,0.242556301574914,3.07399968842615
162,67.6330312174817,"grey",26.54,12.992,0.0836786100934485,3.81603715980531
163,63.305063650934,"grey",31.43,37.255,0.0964139101967821,4.4775994883789
164,47.1402138940093,"grey",39.59,33.509,0.118237355577041,2.89479029345681
165,65.8193093668284,"grey",5.79,30.104,0.078271376974758,3.62668741457584
166,48.9994372341586,"white",3.92,2.115,0.392358696861855,3.38161449894801
167,56.9538008306458,"green",35.05,33.732,0.182118702458983,3.87841641881301
168,52.8806942165223,"grey",30.35,32.802,0.0807600433641135,2.18580283543265
169,50.2361617803514,"grey",26.34,38.884,0.0655564370995637,2.83909810215114
170,67.2233426253507,"purple",7.86,32.135,0.166345902723453,3.30985065508025
171,52.567246369871,"white",11.6,9.663,0.26405285569794,3.7710856627889
172,61.0328361818908,"purple",36.11,25.883,0.238545437034173,3.52063760176484
173,74.050734140358,"white",24.06,20.56,0.339651714617337,3.58679325031144
174,58.6453925239766,"grey",24.2,15.661,0.0766082126431427,3.17268664546835
175,64.5013246151067,"green",26.04,37.653,0.208821583943923,3.35513923402186
176,59.1057686823257,"white",39.03,21.236,0.315744943508854,3.2144057316831
177,59.2957864688681,"grey",34.2,22.42,0.100544276816249,4.16161161876943
178,56.5506000426994,"grey",12.69,24.205,0.128054981776985,3.06328097961442
179,49.4690450686722,"green",30.6,30.245,0.20904429697618,3.18184314116449
180,53.2194405580271,"white",4.06,6.38,0.306959058195889,3.64343220553323
181,64.826545744439,"purple",22.63,8.36,0.202148585973,3.24664972540712
182,44.2769093900525,"grey",28.51,24.273,0.0950197455052414,2.91355345409693
183,69.7199254726678,"white",20.24,14.432,0.295112906101385,4.35350335658956
184,59.341618952081,"green",30.95,30.558,0.165010728546976,3.05263477009248
185,58.1301346814878,"white",27.65,28.277,0.276802918214163,3.39770387057653
186,38.1713161015009,"white",8.2,5.382,0.376286051111702,2.86805873020584
187,44.6075693071377,"green",25.6,28.03,0.228758670190507,3.26985816501951
188,57.3561152300083,"green",18.6,13.262,0.134915523319222,3.53236703365221
189,71.8580202928708,"white",14.18,6.669,0.374369582601991,3.83057140408826
190,60.8756269972855,"green",20.75,3.461,0.201028501701159,3.49114737163071
191,59.9766947425257,"white",6.96,1.897,0.227457513156695,4.10836757931862
192,63.8906378327273,"green",10.11,4.628,0.276312479712358,3.26980732987247
193,63.1530793049533,"green",31.65,32.898,0.224810831220396,3.4080177614928
194,64.9760589094414,"white",5.05,2.745,0.151344020709234,3.92180339702404
195,61.6280875998073,"purple",20.77,7.456,0.227078881183847,3.87106767625653
196,63.2457193333729,"grey",31.11,13.831,0.116387829879929,3.10722106768231
197,59.4889220715703,"purple",23.97,38.928,0.179728168692264,3.9218406438345
198,60.4242516962078,"green",16.44,17.535,0.188950200239728,3.45968326059206
199,66.1620975175522,"grey",26.54,19.081,0.129713912511854,3.43174539583956
200,66.4233293651305,"green",27.67,15.98,0.222329511905873,3.78848539052872
201,62.2218371027556,"white",28.67,18.99,0.383199112799759,3.62454785323927
202,62.5986266312722,"purple",19.2,9.653,0.15176203310527,4.19791630111447
203,75.524437409164,"white",7.03,21.552,0.257665146149171,4.4229350009163
204,54.4416823829912,"white",10.03,11.467,0.366375364861698,3.1823972432606
205,61.7374989031827,"green",23.08,9.076,0.219810014713907,3.56116565499313
206,60.3703939996127,"green",12.11,6.232,0.153070709820913,3.56174327839722
207,67.4919170561486,"white",13.65,23.888,0.222293890738205,3.04005528923162
208,61.4064746692181,"grey",9.44,9.491,0.0987939097606106,3.55973858060421
209,69.8063342926994,"green",19.99,31.12,0.170480925592444,3.87612167277353
210,65.7245090538549,"grey",13.32,33.337,0.0991000353988208,3.82548732311875
211,55.8538832180184,"green",32.25,21.184,0.196259294100499,2.86821177175421
212,67.238650642774,"white",26.06,30.733,0.384262116569698,3.52135231311826
213,57.6115128351801,"green",18.02,10.105,0.248579735486057,3.44660374375092
214,65.9221822398269,"purple",19.71,33.135,0.233462276386975,2.78683641061514
215,61.5161786851894,"green",36.38,25.452,0.185707115632169,3.34036590603812
216,58.1209204978134,"green",18.4,7.257,0.16220243391327,2.85088164927376
217,59.2382174546981,"green",29.88,41.474,0.164279511344555,3.81275640290929
218,47.0167410177941,"green",34.1,26.431,0.32031721989169,3.11325400605903
219,61.5057994873858,"green",21.4,5.119,0.140278393505568,3.41000763801303
220,63.1034084820799,"white",8.81,3.866,0.375383965381484,3.38714348177327
221,53.7712481794079,"purple",6.09,4.291,0.190189391143022,2.98794336445699
222,44.5290943669682,"grey",32.05,37.938,0.0813180624690573,3.22463893020403
223,63.2618090918771,"grey",25.53,37.05,0.0939690300286445,3.35724830435789
224,68.0844902978025,"purple",14.4,8.068,0.190983241278581,3.18612532013914
225,65.4682546045312,"white",5.76,14.984,0.332992079476564,3.97026636375479
226,48.1523725681921,"green",35.18,33.102,0.264186923280859,2.65749844892996
227,53.298463420194,"white",15.9,22.368,0.274227818753817,3.32996151046841
228,57.1270682798674,"green",32.97,28.583,0.181083951013549,2.87544847449006
229,60.124245454877,"grey",16.4,12.063,0.108260957628494,3.49522515646103
230,55.0978604039274,"green",21.29,31.458,0.238951950410498,3.33439139773878
231,66.072039160896,"green",23.07,34.064,0.138577398428768,3.53797605810435
232,68.132995914492,"green",22.36,30.799,0.143775960723903,3.47713479823947
233,68.9745595779135,"white",29.13,32.549,0.290110266183267,3.49945855610723
234,46.7135968176529,"white",12.02,5.486,0.363144882467265,2.99103928132273
235,65.1561821934187,"white",20.27,17.241,0.250335568110991,3.45300277691168
236,50.9194652166647,"white",6.86,9.101,0.277277077280487,2.59445990227508
237,53.2816840530545,"white",5.16,5.749,0.296948166129417,3.58803694582557
238,60.7734769245282,"white",24.16,27.251,0.212112813695981,3.08787507959826
239,48.6607004940899,"white",5.42,1.227,0.343241677428058,2.67508481172945
240,50.596452923003,"white",7.37,8.021,0.347158029360866,3.40079068385073
241,57.7761553676738,"purple",16.93,0.689,0.23850020761496,4.0112988611142
242,62.9764561708016,"green",24.45,24.467,0.284889434621305,4.16597427924632
243,62.6955348508935,"purple",18.32,10.624,0.186440197657614,3.18843029910965
244,64.1700707834852,"white",15.52,1.194,0.29431324489404,2.78379694289994
245,64.6495872038009,"grey",6.02,15.853,0.142414350463801,4.14218983812101
246,65.426449311474,"purple",27.46,29.619,0.187608194691757,3.68617319001887
247,63.8105095702017,"grey",26.16,33.564,0.118328444597843,3.36774520759045
248,71.3742844075324,"green",11.69,9.531,0.212686634065873,3.76186692877534
249,42.9355669512307,"white",7.29,9.165,0.305275745776334,3.04010042865159
250,48.2108233423707,"green",27.26,33.148,0.201160939441111,3.12522472415393
251,68.8769121772136,"grey",13.27,22.628,0.0989864999120759,3.82468911830276
252,50.5212324760364,"grey",31.87,41.123,0.074914647990161,2.56698565247404
253,65.7249541884388,"grey",30.59,33.656,0.120914929796096,3.34518891958789
254,65.4022045362637,"grey",12.53,24.953,0.0621239307365658,3.71378205095949
255,63.5474179754336,"purple",19.95,9.7,0.246791752928356,3.69817587526806
256,57.7780634429885,"white",6.3,2.131,0.357603636215501,3.10373312931215
257,46.9813089274973,"grey",27,43.773,0.115831973196294,3.13298337401908
258,62.8873090011718,"white",11.5,4.254,0.250112482760481,3.41175449809055
259,39.4371482833486,"white",7.87,4.157,0.442781639003235,2.88332158783952
260,61.1375867425413,"white",4.67,8.425,0.274760457706391,3.17950755727331
261,62.0340414332472,"grey",17.74,16.518,0.101939242391098,3.35318394490811
262,70.6547287119082,"grey",5.05,28.288,0.123990599194486,3.66176121953142
263,46.2871170355072,"grey",23.46,41.635,0.0725379008601034,2.90608411075294
264,40.8999917437036,"white",39.79,20.188,0.294501187867048,3.17165208547463
265,55.7089136732347,"grey",32.25,20.985,0.106457576558961,2.70400987930128
266,66.0955058525372,"green",20.2,27.294,0.175264371875092,3.27991383382548
267,57.0516740054539,"grey",23.96,12.132,0.114357974617175,3.63777616530958
268,65.81142849834,"green",5.41,5.93,0.150315637222829,4.42388311419893
269,65.7884603083272,"grey",18.9,11.419,0.0930232224238392,3.76557176947412
270,62.2565714609942,"grey",31.45,48.646,0.149977145284884,3.35484505176673
271,63.0316360416433,"green",8.7,18.992,0.199001323619913,2.67910421579663
272,57.0299473106275,"white",8.6,2.42,0.351613801983014,4.23692473975328
273,61.4131409574608,"purple",11.62,8.606,0.158426378609586,3.32589888950787
274,51.1420644729744,"green",32.01,33.562,0.241263556139106,3.06232219159383
275,61.1373741102252,"grey",25.56,15.38,0.096856173953041,3.45448222818972
276,59.1264850005806,"white",38.29,31.57,0.361760922715741,3.76063496489238
277,61.5441139499518,"green",25.14,7.627,0.216889004582487,3.39984685250317
278,50.0230004535995,"green",25.99,40.306,0.157440253444436,2.9838038215207
279,66.0442844453461,"green",35.64,14.299,0.24621841173457,3.74120994822354
280,36.0444167754497,"white",11.77,2.79,0.389484867228259,2.61202839011752
281,48.4310066157941,"purple",29.59,34.475,0.164630961949453,3.63957331456681
282,63.3509605508639,"purple",31.85,22.522,0.161197095766459,3.54128603750414
283,53.3572154002373,"white",4.75,2.026,0.361664025633453,2.86425677328297
284,62.1914130685977,"green",15.74,11.846,0.255554595360975,3.65056267328451
285,67.8314043625488,"grey",16.17,2.785,0.119698233250304,3.71470185566804
286,64.1193135616419,"grey",30.15,22.995,0.120486376110128,3.18226228267419
287,60.4398467907498,"purple",23.89,8.995,0.206528751657357,3.72489241514512
288,54.3666182762705,"grey",29.91,25.614,0.108057373639915,3.24211100941897
289,52.74357996185,"white",6.96,5.466,0.22237019129292,2.87862224784777
290,43.6556139311284,"green",24.45,40.798,0.289443510452147,3.19903226811101
291,66.0278278044185,"grey",30.82,28.082,0.111212264906423,3.80518217294
292,76.2332139343833,"grey",19.51,5.483,0.0672174261316354,3.22018058717038
293,56.30868356154,"white",5.61,1.76,0.365217550870631,3.76744843161234
294,49.6484714669932,"purple",25.43,13.094,0.202317606664244,3.1414650726046
295,62.7786707099606,"grey",27.61,37.558,0.0590033196527786,3.28425884211875
296,64.2549999074644,"purple",26.21,30.822,0.237474820563326,3.76854945229577
297,54.6046542357858,"white",7.65,4.32,0.339124784706988,3.15797158745228
298,45.1141880631378,"white",33.82,28.392,0.181103178435686,3.48609462301723
299,49.2211414820527,"white",24.4,31.384,0.216449740526589,2.56681633281921
300,62.1557441039996,"green",29.74,33.038,0.215154313075735,3.36333652775359
301,57.3062481089367,"grey",38.35,31.578,0.104716556193896,3.37432148081437
302,46.1549053732591,"green",32.47,34.88,0.170588659632011,3.28652562796929
303,42.228404217628,"white",4.35,4.448,0.286380705563264,3.32319677980541
304,74.5624280034833,"green",12.19,15.396,0.190345575578177,3.90170366495643
305,48.1485464636257,"green",37.57,41.67,0.140063250091845,3.58188631168637
306,61.2968106395743,"grey",24.09,12.692,0.11013965830938,2.56350207426388
307,58.1486321983683,"grey",29.89,28.912,0.0999314649277081,3.28313872561746
308,49.198003201193,"green",27.61,22.128,0.246932997692714,3.77613505453286
309,67.1737781483617,"white",33.72,24.015,0.413429029059182,3.64237271001305
310,65.3632077946054,"green",25.08,28.084,0.176167555216796,3.89526590688588
311,60.6239076925536,"green",28.17,22.355,0.235391357254072,3.38349751867643
312,58.4921595651794,"green",19.89,12.401,0.183685494383366,3.6388602022206
313,67.440029753102,"white",8.62,33.639,0.197726915290749,3.46886196185931
314,68.0469226984515,"purple",17.19,12.09,0.165790606586456,3.71022968761896
315,60.4813656241479,"white",15.46,2.278,0.337461286753003,3.38696184100319
316,52.3582555210128,"grey",23.25,25.015,0.0963859084234053,3.00406667217172
317,58.7949454969306,"grey",33.84,44.786,0.0524118837452296,3.20367953670748
318,58.9229566829252,"white",5.47,0.754,0.308510303138393,3.05509417315072
319,63.7258280728191,"grey",18.02,3.428,0.120573089737938,3.38089673991918
320,67.4453331645196,"white",26.48,2.231,0.332721939931093,3.95759169899952
321,60.8406756220337,"grey",19.21,5.22,0.115925011471762,3.74790443452307
322,72.5743617946042,"green",32.42,33.232,0.125700700276571,3.59449263322557
323,67.05549456327,"white",21.38,5.252,0.320121585617745,3.46804104461342
324,47.1031264632046,"green",24.5,25.088,0.179185288923711,3.71782383927339
325,59.1587467202309,"green",25.7,29.226,0.178618207344662,3.3966349912294
326,66.069605382997,"grey",34.01,23.061,0.121960555318636,3.1384184470923
327,58.6171400967634,"green",14.69,15.754,0.194879865312485,3.16306657425709
328,63.316849380394,"green",27.05,19.881,0.172268721227698,2.67044652946083
329,58.9809946836985,"green",16.38,13.501,0.190956832236212,3.23050642174066
330,64.1796222737864,"grey",10.92,17.289,0.124915278608442,3.75854894925508
331,67.1448180232589,"white",13.1,10.808,0.319718850653998,4.11539400386783
332,60.3379101431194,"grey",16.72,12.663,0.0987330042208353,2.83496064284504
333,50.8100880931806,"white",10.02,1.968,0.358651255012819,2.98767648827737
334,61.4446135863148,"white",18.64,0.99,0.249201101327597,3.11176560698038
335,68.0265947325249,"grey",6.51,23.316,0.0935983123004031,3.63292771245252
336,73.4152925032166,"purple",13.97,13.078,0.23337912206305,3.98934126074412
337,67.5165857962552,"purple",31.06,39.745,0.183170787129505,3.52088930037483
338,69.1549388908941,"purple",29.14,25.234,0.177491865666253,3.40369621307059
339,63.4168240957201,"grey",31.21,24.081,0.0889431570022609,3.04346098041053
340,70.5137563852814,"purple",7.22,22.47,0.15080520842801,3.11191219638217
341,54.6023262085124,"green",23.51,36.427,0.250187464123161,3.49564993244403
342,67.0824756378734,"grey",11.22,29.553,0.118520546292789,3.59651127499432
343,67.2177534685924,"green",28.72,24.253,0.145630244578345,3.83480850064832
344,68.5188401257011,"grey",14.3,24.461,0.0790467861497345,3.94382115776139
345,55.7334572464184,"green",18.17,6.417,0.160873229639426,3.86515039844279
346,68.3868022991815,"grey",11.06,15.952,0.0931262642779756,4.29231492700433
347,63.5836730407206,"purple",29.93,16.832,0.240567423351139,3.42120320285973
348,59.3331887573474,"green",5.44,5.888,0.216639813708283,3.014979761647
349,69.1914011554038,"grey",13.86,24.52,0.135549249763533,3.59734996951964
350,63.7406249735715,"grey",26.13,14.402,0.10551598271684,3.50514232232006
351,58.4450958279099,"grey",32.28,38.932,0.10714701227064,2.82237662401409
352,63.6247410879339,"grey",34.46,9.098,0.0966698122853873,3.84173444219526
353,57.7648381369273,"purple",11.05,17.989,0.151754881339994,3.97962309619362
354,64.0817300054805,"green",18.21,15.09,0.255061083173726,3.63345428895348
355,65.5827203701758,"green",16.29,32.205,0.171787061500575,3.79682450706651
356,60.9235077192978,"grey",26.24,40.584,0.108526144718003,3.11736699693897
357,66.1323246121659,"green",30.49,21.36,0.201025523299513,3.26444059046996
358,67.9176746658176,"grey",28.56,34.722,0.0957399233069084,3.17054778737851
359,60.9009116178517,"green",26.27,36.062,0.194714814022064,4.11517104389721
360,58.6974403679778,"purple",31.99,30.083,0.212093802528658,3.60782766298324
361,66.3863172265609,"grey",8.98,17.408,0.0619099483166147,3.71358747095193
362,57.372208785387,"white",4.65,7.405,0.273744576887261,3.02452024683048
363,63.8271845098222,"green",30.98,28.41,0.155621785055504,3.6522804508748
364,68.3140623246425,"purple",31.07,15.754,0.200319987415641,3.52195494054368
365,50.3489950010462,"green",34.68,37.681,0.25678264040933,3.37015518320282
366,55.6965321123812,"purple",24.51,0.851,0.137542330846972,2.6554228358668
367,68.3787110534194,"grey",5.8,11.903,0.0794152847055289,3.47226298850063
368,64.1047900065944,"green",21.81,12.666,0.206946811890559,3.0680389856977
369,48.6156273314349,"grey",28.61,27.91,0.0844970874350147,3.6327126188586
370,58.6943832507489,"green",28.41,17.681,0.232727470032747,3.69284535121408
371,66.9443154907344,"white",8.28,32.569,0.193865316681282,3.64270995658426
