"ID","primary_color","secondary_color","height","wingspan","weight","hobby","dsb","pardoned"
57,"grey","blue",26.2910003394084,37.4137165816859,5.47869053956078,"cooking",1,"not"
58,"black","blue",29.7278700451477,33.6828568908763,14.8571529538106,"cooking",1,"not"
59,"grey","blue",26.7808416088788,42.1180978375013,13.9357439411595,"art",2,"not"
60,"black","blue",29.7359895019586,35.8062746111643,14.0643600123091,"cooking",3,"not"
61,"grey","blue",29.8354483935247,27.2672639570666,14.9709283294031,"art",3,"not"
62,"black","blue",25.5208180234605,24.0897499067036,9.13520574359813,"yoga",8,"pardoned"
63,"grey","blue",24.6234415683969,39.0395065126971,19.4051997946981,"cooking",2,"not"
64,"black","blue",33.7110956279818,28.8045220453843,18.7025911056216,"cooking",3,"not"
65,"grey","blue",24.6959943286659,35.4453193108212,13.2877088413849,"cooking",4,"not"
66,"grey","blue",26.201304096234,34.255871509776,12.5608235599128,"yoga",3,"not"
67,"black","blue",27.5445456448003,24.4761500905512,12.4860684077015,"trivia",0,"not"
68,"grey","grey",23.8108520533968,13.1253158671443,8.97382925075665,"cooking",1,"not"
69,"black","blue",25.1698900443208,22.6721955057905,7.60989676896469,"trivia",2,"not"
70,"black","blue",27.5439584271894,33.543930650769,13.1405192645901,"comedy",10,"pardoned"
71,"black","blue",23.3136144525985,25.5275920271081,6.17741889262023,"yoga",6,"not"
72,"grey","blue",31.5446065110734,32.2185481214096,11.1698855838174,"art",0,"not"
73,"grey","blue",27.2873497551863,28.2156102943061,16.3749164946934,"debate",1,"not"
74,"grey","blue",33.150958835191,27.6778317500953,17.5490228093474,"cooking",2,"not"
75,"grey","blue",25.2898460863226,28.9588651512543,14.3295271985945,"trivia",1,"not"
76,"black","blue",28.2314185387658,14.6867165107011,2.06971247424517,"art",4,"not"
77,"grey","blue",30.7787453307517,41.6630391765639,16.1274396941136,"art",3,"not"
78,"black","blue",28.795634280907,23.0685938851039,14.0958527708177,"art",3,"not"
79,"black","blue",29.8591895826648,44.8339944338769,19.1840061542148,"cooking",2,"not"
80,"black","blue",31.1976626123231,42.8779652179032,16.3127560940755,"art",2,"not"
81,"black","blue",24.5686332034742,32.5364924147509,19.0491575993156,"art",1,"not"
82,"black","blue",25.4739341691701,40.6056189599656,12.4181714840412,"comedy",2,"not"
83,"brown","blue",30.3322435195251,29.7308740472566,12.6862418150026,"cooking",2,"not"
84,"black","grey",27.8887521901872,36.2184224210863,19.8988258456174,"art",3,"not"
85,"grey","blue",29.0699927216811,36.6732918370174,12.4852430091587,"trivia",4,"not"
86,"black","blue",27.0487662061813,44.381945040406,13.0631447653373,"comedy",12,"pardoned"
87,"black","blue",26.0801601922743,33.1784424614205,18.2693048679618,"yoga",1,"not"
88,"black","blue",30.9497436435891,22.619011526462,12.5261715053723,"art",2,"not"
89,"grey","blue",27.6153685463241,36.7372664358861,17.9989454390275,"comedy",2,"not"
90,"black","blue",28.8185947933075,35.5958020240315,17.2182184963246,"art",2,"not"
91,"grey","blue",28.8684145399097,39.1198855832583,20.4670436863319,"comedy",2,"not"
92,"grey","blue",27.9407098386593,30.5972864851236,14.8141630981665,"art",5,"not"
93,"brown","blue",29.5873898307654,37.0130075473184,21.8006971934482,"comedy",1,"not"
94,"black","blue",26.975803277505,24.6990109720383,12.1509163316167,"art",1,"not"
95,"black","blue",30.8858469591987,42.3887547118627,16.7611509341591,"karaoke",3,"not"
96,"grey","blue",27.1803416549391,46.5788187543312,13.3628026285049,"comedy",1,"not"
97,"black","grey",31.1465308620636,44.6640333001709,15.8611437099132,"cooking",4,"not"
98,"brown","grey",26.4005484414633,36.4405332192362,19.3149170726079,"comedy",5,"pardoned"
99,"black","blue",30.0800615141336,39.1556708855548,22.4652235970816,"cooking",2,"not"
100,"grey","blue",29.6330784867197,28.152705038046,20.6654323050328,"yoga",2,"not"
101,"grey","blue",23.530811135105,47.4274136666849,24.1490058013515,"karaoke",2,"not"
102,"black","blue",29.1383947377114,19.3168308110425,10.7706369594896,"karaoke",2,"not"
103,"black","grey",28.6818193684319,18.574724882485,10.3641899506468,"cooking",4,"not"
104,"black","blue",26.1632821367941,39.4422520620478,13.6619058777771,"karaoke",2,"not"
105,"black","blue",28.1843893511351,37.2538049324437,19.1930820580079,"art",2,"not"
106,"grey","blue",29.0879172639219,23.7646695794135,17.4382426633109,"cooking",0,"not"
107,"black","blue",26.6774030594174,39.3561753235853,13.9757101808156,"yoga",0,"not"
108,"black","blue",26.4251337608643,34.2479680747918,15.584217821694,"yoga",13,"pardoned"
109,"grey","blue",34.3324794617371,40.7693684057165,18.7542236958922,"comedy",3,"not"
110,"black","blue",28.7144759420717,25.6470059164248,9.60761241416916,"art",2,"not"
111,"black","blue",33.0656454337651,42.9812974617275,18.6338585105774,"cooking",2,"not"
112,"grey","blue",27.876131325412,36.669078845446,19.9342688012546,"comedy",0,"not"
113,"black","blue",33.9070050665837,43.6364820998422,22.054704587355,"cooking",3,"not"
114,"black","blue",27.9063717058249,25.6069509050676,11.653292683519,"comedy",2,"not"
115,"black","blue",28.0338209963438,30.5942756502703,12.1804074799667,"trivia",3,"not"
116,"grey","blue",28.5753782463352,24.865241104781,10.8512233217217,"debate",0,"not"
117,"black","grey",24.0987675935705,47.8344222482988,11.1294672801866,"art",2,"not"
118,"black","blue",26.2306231907469,46.2567724682173,15.8521132010565,"debate",0,"not"
119,"grey","blue",27.4470551017698,36.2866016162485,15.6065504083562,"art",6,"not"
120,"grey","blue",22.6161057711527,37.0432872578858,15.0153817417712,"cooking",0,"not"
121,"grey","grey",32.3279309883712,28.627050545536,8.24215092209941,"debate",2,"not"
122,"black","blue",24.7056768747783,36.5370065902434,13.3569173282615,"yoga",1,"not"
123,"brown","grey",29.463490366999,24.3907221342744,13.5957146981937,"karaoke",4,"not"
124,"black","blue",30.8410752467142,40.501737008245,15.8324723907908,"art",1,"not"
125,"grey","blue",31.0897513661146,49.2561448197291,19.0391892982406,"cooking",2,"not"
126,"black","grey",28.6238516748755,34.5569998765576,12.6540969636189,"art",2,"not"
127,"black","blue",30.9810996948611,22.757532280846,12.7567956061114,"art",5,"not"
128,"black","grey",26.9071822004271,23.3522655048164,8.99597990919896,"cooking",1,"not"
129,"black","blue",25.3669639242023,40.3858273310281,14.5853076409954,"yoga",2,"not"
130,"black","grey",27.6970367624093,29.9688247550782,18.3545654291929,"art",3,"not"
131,"black","blue",28.4360146689388,27.8333383452536,14.1960710581015,"cooking",1,"not"
132,"grey","blue",24.8902115777403,21.2488740331963,8.1389901397061,"art",3,"not"
133,"grey","grey",25.8051565878098,40.5750101091733,18.3207475960102,"karaoke",2,"not"
134,"grey","blue",31.5774994168409,36.6782077818895,14.0654147961825,"comedy",3,"not"
135,"black","blue",23.1396030857972,38.8446114267773,18.6357188078877,"debate",3,"not"
136,"grey","blue",26.5781073943467,40.0927092325628,17.37962772963,"trivia",0,"not"
137,"grey","blue",30.2680336312219,34.4452582048097,9.47090360365486,"yoga",0,"not"
138,"black","blue",31.7050266525486,30.9002021597452,16.4508422872245,"art",2,"not"
139,"black","blue",34.5840804777518,46.1120560644734,27.9436070191984,"comedy",1,"not"
140,"black","blue",18.5135027616146,43.9720492930542,17.6812763005237,"art",5,"pardoned"
141,"grey","blue",28.4030046944315,41.0876983953462,16.8777847772464,"karaoke",3,"not"
142,"black","grey",31.3312155367512,30.1132658181354,14.1895665112709,"art",2,"not"
143,"black","blue",34.2619579027971,38.1160896682547,17.1637810630673,"comedy",0,"not"
144,"black","blue",27.4020459758121,45.7282703222859,17.2703975708457,"cooking",2,"not"
145,"black","blue",26.8043913240218,27.8761802700858,13.3702007629401,"cooking",3,"not"
146,"black","blue",25.0876341380757,37.214343816313,14.7914625968926,"trivia",2,"not"
147,"grey","blue",34.9143152747634,21.6020952066655,15.3086376861442,"cooking",5,"not"
148,"grey","blue",26.6784696592452,21.5188074866019,10.5823366224117,"cooking",0,"not"
149,"black","grey",25.9217750516436,37.0488590975758,16.1240048848688,"comedy",1,"not"
150,"grey","blue",27.9116039902645,24.4078439138173,15.5604303602326,"trivia",2,"not"
151,"black","blue",19.8176786427231,52.1593279313741,16.7836891835824,"debate",8,"pardoned"
152,"grey","blue",30.4763703323114,36.7259378103875,17.7061358584991,"karaoke",3,"not"
153,"grey","grey",29.7275065249469,20.2271475842378,12.2471854346,"debate",4,"not"
154,"black","blue",20.9241894220727,17.7623288087574,8.49451788940024,"trivia",0,"not"
155,"black","blue",25.7382303072747,22.9909038705874,14.9002669207342,"comedy",1,"not"
156,"brown","blue",29.9016847100454,30.9749865952392,20.1622021230476,"comedy",1,"not"
157,"black","blue",25.620320495724,26.710671952176,11.2133730043997,"comedy",2,"not"
158,"black","blue",26.3166528870633,48.8839131135019,18.3342968661792,"comedy",11,"pardoned"
159,"black","blue",30.3196723842227,34.5401839030751,12.5286990004852,"cooking",9,"pardoned"
160,"grey","blue",25.2931688840366,37.8371191975597,12.3720212790592,"yoga",1,"not"
161,"grey","blue",26.3625268980482,39.6028794544988,19.1188062482136,"comedy",4,"pardoned"
162,"black","blue",32.9216182235281,28.9274516643781,12.5252378436084,"comedy",4,"not"
163,"black","blue",27.862375585255,34.4580274529368,13.8276124120492,"cooking",2,"not"
164,"grey","blue",24.5635597023724,35.7572694496113,17.4290629343214,"art",1,"not"
165,"black","blue",30.3326222647681,33.8507181835711,19.5933822026176,"comedy",1,"not"
166,"black","blue",23.4169950919703,50.836123159367,17.650255590081,"yoga",1,"not"
167,"black","blue",31.5529289191621,40.3771153732939,24.2981991898149,"art",0,"not"
168,"black","blue",26.7304446682244,29.431313725631,13.0513897275793,"karaoke",1,"not"
169,"black","blue",27.2559687248506,35.4483249689891,17.4081481408978,"karaoke",4,"not"
170,"grey","blue",26.0873326930924,30.7680504898065,7.59519807926686,"cooking",2,"not"
171,"black","blue",31.1791649268298,42.9099378321058,15.0407335901407,"comedy",8,"pardoned"
172,"grey","blue",24.0870702453308,36.3764486585826,16.4521983057156,"cooking",2,"not"
173,"grey","blue",28.8311855822222,24.7952630819822,17.144304681256,"debate",2,"not"
174,"grey","blue",25.6650009372893,35.7739092734176,14.9621011734081,"art",1,"not"
175,"black","blue",32.1895461743588,29.7079495223602,14.939781117078,"karaoke",4,"not"
176,"grey","grey",29.5909601873862,40.7160509625787,20.2804371446838,"yoga",3,"not"
177,"grey","blue",29.7635065471199,51.6751842748372,14.4971414682923,"trivia",5,"not"
178,"grey","blue",26.6411649417172,23.7385793250609,16.7606668113887,"debate",0,"not"
179,"black","blue",29.6774032368453,38.6490947696879,16.2981124694316,"art",4,"not"
180,"brown","grey",24.5573694557827,54.1078694088598,16.4246008492823,"karaoke",1,"not"
181,"black","blue",24.2637862570203,25.7349875683876,15.9360316631721,"cooking",2,"not"
182,"brown","blue",29.9305758646374,37.9246745588194,11.4025373006695,"cooking",4,"not"
183,"grey","blue",26.221062656684,33.3837623326063,16.5058086837171,"yoga",2,"not"
184,"black","blue",24.9789933732974,40.6858245995308,20.097689086769,"karaoke",5,"pardoned"
185,"black","blue",25.1926089259863,30.8301043630887,21.1466003657972,"yoga",2,"not"
186,"black","grey",23.0246394306815,44.2961356021825,16.3037881098565,"comedy",0,"not"
187,"black","grey",32.5656098901778,41.0481508008251,21.3856912579557,"debate",4,"not"
188,"grey","grey",26.1606815513649,37.9284969757917,14.0703908929552,"art",2,"not"
189,"grey","blue",23.789736858504,27.4634481018195,11.4428334164414,"art",2,"not"
190,"grey","blue",30.5760159097441,20.8067337754271,13.9098292167002,"yoga",2,"not"
191,"black","blue",24.291556701484,32.2628823330525,9.1226495142578,"art",2,"not"
192,"black","blue",33.8496579263287,35.9905043030119,23.1352266279643,"art",2,"not"
193,"black","blue",32.4928803541119,16.986531838185,13.205621959572,"karaoke",2,"not"
194,"black","grey",25.987264661901,34.631275053019,11.7273112212047,"art",1,"not"
195,"grey","blue",27.6441916822716,38.2191987429131,15.6168654715326,"art",1,"not"
196,"brown","blue",36.47569221588,30.92082742771,15.746423021112,"art",1,"not"
197,"grey","blue",30.8205890825404,28.8196798119427,11.2121402363769,"art",3,"not"
198,"black","blue",25.8292005418568,45.8085970382661,13.6770198981854,"debate",7,"pardoned"
199,"black","blue",28.0482878335761,32.6438356825461,16.4245995590165,"karaoke",1,"not"
200,"grey","blue",25.7336365655544,36.3617415305684,11.1232883891428,"art",2,"not"
201,"black","blue",27.1327026475414,46.9723668104685,16.8043433568061,"trivia",1,"not"
202,"black","blue",26.3100775679021,43.5724498934798,16.1970919570578,"yoga",4,"not"
203,"black","grey",30.7056831330289,22.3546661838961,20.014254740136,"debate",2,"pardoned"
204,"black","blue",30.9744997424969,38.871421733898,17.7162117122961,"debate",4,"not"
205,"black","grey",27.1782219199331,38.8187371486247,20.1681901997829,"yoga",2,"not"
206,"grey","blue",31.4287687934648,38.1659023557228,22.0539499075523,"debate",1,"not"
207,"grey","blue",28.8913976640631,44.7852793854538,15.2456856441913,"yoga",1,"not"
208,"grey","blue",30.5915180513586,25.3063468816877,19.5132627855099,"comedy",2,"not"
209,"brown","blue",27.1311386506889,38.1076057388812,16.8891809948567,"yoga",8,"pardoned"
210,"grey","blue",28.3383950024463,35.9264890158248,12.9930276605063,"cooking",2,"not"
211,"grey","grey",27.3846437628813,32.5452211802908,21.5285492473708,"cooking",2,"not"
212,"grey","blue",32.8792583955635,26.7593619036337,21.2135954522626,"art",2,"not"
213,"grey","grey",30.9650271754078,16.1781676683959,8.86415930115297,"trivia",2,"not"
214,"black","blue",30.3769588359012,56.891192584502,19.4047613398263,"debate",3,"not"
215,"brown","blue",29.1973358333052,43.6457805949531,16.9774385411431,"cooking",4,"not"
216,"black","blue",28.9049451557906,35.6553599554669,17.5159475406096,"trivia",2,"not"
217,"grey","blue",30.2770353275752,39.8671884620496,20.371013192734,"cooking",3,"not"
218,"grey","blue",30.8878492982692,38.9952656642331,15.0265616113692,"karaoke",1,"not"
219,"grey","blue",25.4948784318948,28.7602983795452,13.2210426336902,"art",3,"not"
220,"black","blue",25.6592515666403,32.6017937597057,10.9665439095202,"karaoke",5,"not"
221,"brown","blue",28.2680833757551,25.431594965991,15.6407101939324,"art",3,"not"
222,"black","blue",29.4438205381896,26.0821943490371,12.1026025008823,"karaoke",4,"not"
223,"grey","blue",31.4911748050745,35.1660663318099,15.6670585935767,"art",1,"not"
224,"grey","grey",27.2853303135368,37.0090324634461,12.2006688530733,"cooking",3,"not"
225,"grey","blue",32.8951456557957,45.687484471156,21.5050889515776,"cooking",2,"not"
226,"black","blue",26.4581251185211,43.1022474563802,17.7778696502325,"art",3,"not"
227,"black","blue",25.9307027839831,30.6351555318492,13.3898112395704,"cooking",2,"not"
228,"grey","grey",34.8045677037543,31.6705859112569,17.6832893840654,"art",0,"not"
229,"grey","blue",30.5619008366609,26.3951764949776,13.5077077305645,"trivia",2,"not"
230,"grey","blue",24.9660034510154,41.5791631759272,16.5243112876326,"comedy",3,"not"
231,"grey","blue",28.8417484746693,41.1234284384972,16.8401703866987,"art",0,"not"
232,"black","blue",28.5514217226811,38.3441116254716,17.3465453548628,"comedy",10,"pardoned"
233,"black","blue",24.436547637213,39.8299221528104,18.1289337840624,"cooking",6,"not"
234,"black","blue",17.4232277852257,32.3030048450794,12.8509499310811,"cooking",3,"not"
235,"grey","blue",23.969199345145,31.213033511103,16.3858995775753,"trivia",4,"not"
236,"black","blue",25.9158535241031,40.8025854868125,18.2113788707402,"debate",1,"not"
237,"black","blue",24.2524684923244,30.0761615627012,14.837578654181,"trivia",3,"not"
238,"black","blue",30.4570856897809,31.8852144931689,13.060241046994,"cooking",1,"not"
239,"black","blue",33.583126385853,16.4012614165654,13.8857384630149,"yoga",2,"not"
240,"grey","blue",30.0032895340057,36.343952440036,21.7109845524776,"karaoke",1,"not"
241,"grey","blue",27.3264914813868,48.2510162519445,19.122743285569,"art",5,"pardoned"
242,"grey","blue",23.1624018447338,36.9086801808142,18.2143633226437,"comedy",2,"not"
243,"grey","grey",29.395112149774,43.595467763529,15.5943908037226,"art",2,"not"
244,"grey","grey",28.3436099596293,21.6486337384928,14.1273520544649,"cooking",2,"not"
245,"grey","blue",30.168151570766,48.3880075733387,19.7462825494261,"debate",0,"not"
246,"black","blue",28.0929426741287,51.474126420804,16.8572164621672,"comedy",2,"not"
247,"black","grey",27.3803019848801,38.6250189225369,17.4218127382801,"art",2,"not"
248,"brown","blue",26.8287207231432,38.5689168524445,14.8876131616376,"yoga",3,"not"
249,"black","blue",26.9964644929349,49.36031130201,15.8938625688727,"art",9,"pardoned"
250,"grey","grey",26.5852994264653,44.4323873014417,17.9779561575359,"comedy",0,"not"
251,"grey","blue",30.7540531390077,42.0880688435769,17.8085057161684,"trivia",0,"not"
252,"black","blue",26.5036428993198,28.6101657980713,17.0835277783399,"art",0,"not"
253,"black","blue",27.2404790578061,38.5625557442207,15.8321302921026,"art",1,"not"
254,"grey","blue",31.0998872616605,32.9365215650988,11.1660412443249,"art",1,"not"
255,"grey","blue",27.7332105361632,20.6502828120904,15.4598661614852,"comedy",0,"not"
256,"grey","blue",24.4321123586853,40.0796458594047,20.5152232432606,"comedy",4,"not"
257,"black","blue",27.4682477274446,36.6824698083734,14.4696532817972,"art",1,"not"
258,"black","blue",24.1267573960455,30.7470505084122,14.0598215293077,"karaoke",2,"not"
259,"grey","blue",31.3267187437541,35.5700862314018,13.94313007973,"cooking",0,"not"
260,"black","grey",28.0282008314068,35.5344906856782,12.4788162407576,"yoga",0,"not"
261,"black","blue",31.5245506238622,26.4573925202113,13.4041101982876,"cooking",1,"not"
262,"grey","blue",25.5049114786576,46.3115403467866,19.4318230016055,"yoga",4,"not"
263,"black","blue",24.5215542794257,29.4323021291586,16.0676825833859,"debate",0,"not"
264,"black","blue",27.3776190417177,41.3777899485671,17.4424884217869,"karaoke",4,"not"
265,"black","grey",28.7700772555129,23.6634051815072,10.3603745622546,"comedy",0,"not"
266,"grey","blue",24.3556645450046,43.8870589639037,15.4945582083607,"comedy",11,"pardoned"
267,"grey","grey",24.0293535912474,41.9012944617854,17.4696812431915,"art",3,"not"
268,"black","blue",26.4258028451416,19.0189143677048,15.8755536765775,"cooking",4,"not"
269,"black","blue",25.1019011524046,42.8900253193055,20.009947615864,"comedy",1,"not"
270,"black","blue",30.4097818433256,38.6216724685359,16.790624131871,"cooking",0,"not"
271,"black","blue",25.3342979367244,22.092937731821,13.6001246884281,"cooking",0,"not"
272,"grey","blue",27.3154876826347,38.4164978221826,20.4593742831688,"cooking",0,"not"
273,"grey","grey",24.3723756277952,35.5565985563016,16.2858877161139,"yoga",1,"not"
274,"grey","blue",25.5533356193335,37.2665918325415,14.694356563316,"trivia",1,"not"
275,"black","grey",29.1888280872927,44.5737684004393,15.4211297875774,"comedy",0,"not"
276,"grey","blue",25.1978840353331,44.9439246588944,11.9073661505551,"art",2,"not"
277,"grey","blue",29.2161210304135,26.599314222963,9.47579475789846,"art",2,"not"
278,"black","blue",29.2861059532288,40.966855664239,13.7174707433564,"karaoke",1,"not"
279,"grey","blue",28.2218911124017,43.3128185648693,17.8624469705011,"yoga",4,"pardoned"
280,"black","blue",27.3776749449664,40.868767159943,16.9523946099947,"cooking",0,"not"
281,"black","blue",23.4866961795606,42.5175397802706,12.4021196349649,"trivia",1,"pardoned"
282,"black","blue",28.9200039722145,37.593083931418,19.9860864165111,"karaoke",1,"not"
283,"black","grey",23.2020752529945,39.0672054925609,15.7181319962399,"art",1,"not"
284,"grey","blue",32.6895386498031,39.5431246455724,15.0904030692883,"art",2,"not"
285,"brown","blue",28.8145312282887,42.7209108166824,19.5384152477832,"art",5,"pardoned"
286,"grey","grey",31.5160400945909,30.9051648029211,17.5479197591843,"karaoke",1,"not"
287,"black","blue",24.8585316612826,39.1098673637286,15.8573549021173,"cooking",1,"not"
288,"grey","blue",28.5705900082163,40.7970508096996,11.9781551500127,"art",3,"not"
289,"grey","blue",34.8860349123904,39.9575021040126,20.6576117258567,"art",4,"not"
290,"black","grey",31.2914311281612,28.6990174477073,16.5371185957637,"cooking",2,"not"
291,"black","grey",28.8408903271993,34.2479322682537,19.6584451470531,"comedy",1,"not"
292,"black","blue",29.7449199527203,24.3862794277849,11.8812671012424,"cooking",4,"not"
293,"black","grey",26.8706687616174,32.6645232759151,13.4802113516739,"debate",2,"not"
294,"brown","blue",25.9091248779499,26.5799045729206,10.9936743768984,"karaoke",5,"not"
295,"grey","grey",28.4750311726272,39.7393388847669,19.1638914213054,"cooking",2,"not"
296,"grey","grey",29.140742106204,43.0779724188973,23.9330858892309,"art",3,"not"
297,"black","blue",24.5484712209577,29.8411829806726,20.7958971446108,"trivia",0,"not"
298,"black","grey",31.8539446461226,35.1255515792096,17.7070191580085,"trivia",0,"not"
299,"grey","grey",27.9197595292521,36.1997181758281,11.3299456070024,"art",4,"not"
300,"grey","grey",27.344556186817,24.9130599260529,15.3164469694265,"cooking",2,"not"
301,"grey","blue",29.8990978753204,42.5003678107828,15.2801045402738,"trivia",11,"pardoned"
302,"grey","grey",30.4361319358113,33.8653251114833,14.3633251059366,"cooking",0,"not"
303,"grey","grey",28.6565954120077,41.3624652387124,20.4843770828793,"cooking",2,"not"
304,"brown","blue",26.240766112475,23.379053994247,12.6672143211354,"trivia",2,"not"
305,"black","blue",23.3646712419541,41.7276804595433,14.6750732735103,"debate",5,"pardoned"
306,"black","blue",25.3158333867029,30.0498312223772,16.8894779579073,"debate",1,"not"
307,"black","grey",31.2339963830037,33.81454573374,17.2931519376786,"karaoke",2,"not"
308,"black","blue",31.2152351099695,38.2689958548994,13.9964604048238,"cooking",4,"not"
309,"grey","blue",25.8310931640117,41.965656328042,18.2218462266033,"cooking",1,"not"
310,"brown","grey",29.7780278430234,33.3192222992052,17.4935876975671,"yoga",4,"not"
311,"black","blue",26.8348245093052,46.7599683527751,22.3607532550628,"comedy",1,"not"
312,"brown","blue",34.2642875911714,39.3747330406952,19.5849033488154,"cooking",3,"not"
313,"black","blue",26.8711954972131,23.0301060560905,11.040444921136,"cooking",1,"not"
314,"grey","blue",29.9866950090882,38.1686662239837,16.0516975021787,"yoga",0,"not"
315,"grey","grey",24.9359998658455,37.8777762772957,16.3066420833741,"karaoke",4,"not"
316,"black","blue",25.9074864541061,27.8721844655677,13.3905112963535,"cooking",1,"not"
317,"black","grey",32.9013826201319,33.967332545359,15.6979192307339,"cooking",5,"not"
318,"black","blue",26.6473244810244,29.921767233044,15.6213340515696,"art",1,"not"
319,"black","blue",22.1370932783199,42.108874795357,22.2892930057711,"comedy",0,"not"
320,"grey","grey",30.3312725040971,27.2472753144277,18.1389153092754,"art",0,"not"
321,"black","grey",28.7083302304424,18.5808521136684,10.3094071320237,"trivia",2,"not"
322,"black","blue",29.8655839104062,29.9411180535709,16.663418516661,"trivia",1,"not"
323,"black","blue",27.4271283714985,44.7709506356328,17.3470249889993,"art",2,"not"
